tweet_id,tweet_text,c_and_g,category,organization,clean_text
724217896516374528,@IncomeTaxIndia Must investigate source of Income of @kanhaiyajnusu he is frequent flier&amp; Taxi's with no known source of Income @DrGPradhan,1,SCAM,IncomeTaxIndia,must investigate source of income of he is frequent flierand taxis with no known source of income
724219120082776064,@DelhiPolice ACP Surinderjeet Kaur talks on safety of women &amp; girls. @unwomenindia @UNTrustFundEVAW https://t.co/22TDM8cRmU,0,,DelhiPolice,acp surinderjeet kaur talks on safety of women and girls
724219467945914368,ACP Surenderjeet Kaur @DelhiPolice makes people aware about sexual harassment and the police action against it. https://t.co/K2NJzZ2iMm,0,,DelhiPolice,acp surenderjeet kaur makes people aware about sexual harassment and the police action against it
724221553768976384,@DelhiPolice ACP Surinderjeet Kaur urges all to report any crime against women. @unwomenindia  @UNTrustFundEVAW https://t.co/gMbNBuyvbM,0,,DelhiPolice,acp surinderjeet kaur urges all to report any crime against women
724221776650219520,ACP Surinderjeet Kaur from @DelhiPolice says reportage on crimes against women needs to increase @INBreakthrough  https://t.co/79ExfP3Wys,0,,DelhiPolice,acp surinderjeet kaur from says reportage on crimes against women needs to increase
724222009106817024,Who allowed them on Delhi roads?At Lodhi Estate crossing.#ExtremelyDangerous @dtptraffic @CPDelhi https://t.co/xAx1skSS3V,0,,dtptraffic,who allowed them on delhi roadsat lodhi estate crossing
724222234856947713,Awareness program on sexual harassment by @DelhiPolice &amp; @INBreakthrough  https://t.co/YSyZCNRVwn,0,,DelhiPolice,awareness program on sexual harassment by and
724223036761751552,@dtptraffic  Offence - Without Helmet Place - Chhatarpur Date - 24/04/16 Time - 18:33 @manojarora17 @AapKaGopalRai https://t.co/N1rMPOMuZM,1,NO HELMET,dtptraffic,offence without helmet place chhatarpur date 240416 time 1833
724223605769261056,@dtptraffic  Offnce - Trippling Widout Helmet Place - Chhatarpur Date - 24/04/16 18:31 @manojarora17 @AapKaGopalRai https://t.co/ctmXK3UlkB,1,NO HELMET,dtptraffic,offnce trippling widout helmet place chhatarpur date 240416 1831
724225232349745152,A final photo to wrap up the awareness program with @DelhiPolice. Say No to #sexualharassment. @unwomenindia @UNTrustFundEVAW @sonalikhan,0,,DelhiPolice,a final photo to wrap up the awareness program with say no to
724228545292050432,@RailMinIndia my pnr is 8533590180,0,,RailMinIndia,my pnr is 8533590180
724233395656515585,@RailMinIndia Travelling from Pune in Indrayaninexp C1 62 and place near seat is too dirty,1,dirty,RailMinIndia,travelling from pune in indrayaninexp c1 62 and place near seat is too dirty
724240281680248833,https://t.co/wfNXuXDwur @sureshpprabhu Exciting talk. Eagerly Looking forward to development of railways as per ur vision. @RailMinIndia,0,,RailMinIndia,exciting talk eagerly looking forward to development of railways as per ur vision
724241312321515520,@RailMinIndia @sureshpprabhu Really delighted to receive a call seeking feedback on punctuality  within 30 mins of boarding the trains.,0,,RailMinIndia,really delighted to receive a call seeking feedback on punctuality within 30 mins of boarding the trains
724243875863240706,@RailMinIndia pnr-6548905739 TTE gave false confirm seats that's of  another pax mentioned in chart&amp;left befor GKP new1 denying to HELPP...,1,corruption,RailMinIndia,pnr6548905739 tte gave false confirm seats thats of another pax mentioned in chartandleft befor gkp new1 denying to helpp
724246477929885696,@sureshpprabhu @railminindia @drmbct nt able to ctch resrvd bus for pune as train was late. Who will bear loss of Rs. 840.pnr: 2863366536,0,,RailMinIndia,nt able to ctch resrvd bus for pune as train was late who will bear loss of rs 840pnr 2863366536
724248642949771265,@ArvindKejriwal @dtptraffic @Gupta_vijender Red light at Rohini Sector 9  Metro Pillar 417 not functioning since two weeks. Do the needful,1,LIGHT,dtptraffic,red light at rohini sector 9 metro pillar 417 not functioning since two weeks do the needful
724256021007491072,@DelhiPolice @DelhiHighCourt @CJMOHITSHAH @Censorboard @amptp @PUNJABPOLICE why is this happenning can anyone tell https://t.co/N1uMJTy3UZ,0,,DelhiPolice,why is this happenning can anyone tell
724264850810134528,@sureshpprabhu @RailMinIndia happy to observe that your team has bring high cleanliness standards &amp; tangible changes in railway services.Thx,0,,RailMinIndia,happy to observe that your team has bring high cleanliness standards and tangible changes in railway servicesthx
724269891746979840,@RailMinIndia @sureshpprabhu @drmckp no bed roll in 18478. Attendant denying. Traveling from ckp to BBS.,1,coaches,RailMinIndia,no bed roll in 18478 attendant denying traveling from ckp to bbs
724276610950529024,@sandhyatimes4u @dtptraffic failiure of delhi traffic police  massive jam at wazirbad corridor near bhajanpura https://t.co/zMP1iGfNPU,1,JAM,dtptraffic,failiure of delhi traffic police massive jam at wazirbad corridor near bhajanpura
724278080722866176,@IncomeTaxIndia  hi Incometax  kindly confirm the all bank  fd account  but more FD account not pay income tax,0,,IncomeTaxIndia,hi incometax kindly confirm the all bank fd account but more fd account not pay income tax
724279550654468096,@sureshpprabhu @RailMinIndia  PNR 6651145197 Pathetic cond of coach. None of switches are working hence unable to switch off light &amp; sleep.,1,coaches,RailMinIndia,pnr 6651145197 pathetic cond of coach none of switches are working hence unable to switch off light and sleep
724279899507187712,Indian Railways offers water to Navi Mumbai  Thane from its Dighe dam https://t.co/pTI1XmPDJI #ProudOfIndianRailways @RailMinIndia,0,,RailMinIndia,indian railways offers water to navi mumbai thane from its dighe dam
724280418162356225,@dtptraffic heavy traffic on GT road near Splash water park due to marriages traffic moving slow from del towards sindhu  border.,1,JAM,dtptraffic,heavy traffic on gt road near splash water park due to marriages traffic moving slow from del towards sindhu border
724285240148107264,@IncomeTaxIndia sir what is the price if i told you about black money for the company??,0,,IncomeTaxIndia,sir what is the price if i told you about black money for the company
724289899583561728,Dear @ArvindKejriwal &amp; @BJPRajnathSingh why is @DelhiPolice  supporting corporate mafia in @snapdeal @1kunalbahl ?Labour laws gone for toss?,0,,DelhiPolice,dear and why is supporting corporate mafia in labour laws gone for toss
724294077290713088,@RailMinIndia 23rd my jurny trn nb 12840 seat s3-14 tea cost 1×7=7  rs fix but staf collecte10 rs pls take action https://t.co/bNXpfE8eDk,1,fraud,RailMinIndia,23rd my jurny trn nb 12840 seat s314 tea cost 1×77 rs fix but staf collecte10 rs pls take action
724294674207264768,@dtptraffic @ArvindKejriwal  what's provision for car running on petrol having valid CNG sticker?,0,,dtptraffic,whats provision for car running on petrol having valid cng sticker
724296302553485312,@RailMinIndia avi rail k staff RPF TC daily 1 thousand ruppes kamate hai every member logo se rishwat lekar,1,corruption,RailMinIndia,avi rail k staff rpf tc daily 1 thousand ruppes kamate hai every member logo se rishwat lekar
724298159543975936,In Delhi I usually saw smoking Hemp/Ganja in and around old Delhi railway station in from of police ban @DelhiPolice @ArvindKejriwal @aajtak,1,CRIME,DelhiPolice,in delhi i usually saw smoking hempganja in and around old delhi railway station in from of police ban
724298796478423044,All seculars are smoking Ganja/Hemp selling openly near railway station old Delhi no checking or control on drugs @DelhiPolice @HMOIndia,1,CRIME,DelhiPolice,all seculars are smoking ganjahemp selling openly near railway station old delhi no checking or control on drugs
724299489012420608,A Heated Argument At The Railway Ticket Counter of Lokmanya Tilak Terminus! https://t.co/tge9urhIge @sureshpprabhu @RailMinIndia see plzzzz,1,violence,RailMinIndia,a heated argument at the railway ticket counter of lokmanya tilak terminus see plzzzz
724301865563787266,@MumbaiPolice @DelhiPolice @HMOIndia @Dev_Fadnavis Please take a look at lies being spread @arunjaitley Any action https://t.co/6HTPMxx77d,1,E-CRIME,DelhiPolice,please take a look at lies being spread any action
724302421413888002,Sir 1of my frnd need medical emergeny he is suffering frm seviour fever his PNR:6348760694 TRAIN:12393 . S9 54 @sureshpprabhu @RailMinIndia,0,,RailMinIndia,sir 1of my frnd need medical emergeny he is suffering frm seviour fever his pnr6348760694 train12393 s9 54
724305438498496514,@DelhiPolice A contable works so long; must be some rest &amp; should also be routine jobs as for others to get good results with stressfree: JH,0,,DelhiPolice,a contable works so long must be some rest and should also be routine jobs as for others to get good results with stressfree jh
724310610301857792,@sureshpprabhu @RailMinIndia train is reaching manmad,0,,RailMinIndia,train is reaching manmad
724320251316457473,@dtptraffic Charged 165 as MCD tax by @Olacabs from Noida - Vasundhara enclave. Overcharged right? Complained from 99958298684  no action !,0,,dtptraffic,charged 165 as mcd tax by from noida vasundhara enclave overcharged right complained from 99958298684 no action
724321509297119233,@ArvindKejriwal @DelhiPolice   autos and taxis looting commuters at heart of city  new Delhi rly stn  exploiting helpless and elderlies,0,,DelhiPolice,autos and taxis looting commuters at heart of city new delhi rly stn exploiting helpless and elderlies
724341128237965313,Train#12245  24th Apr. Coach B2(3AC) water leaking. @RailMinIndia and @sureshpprabhu wanted to grab your attention. https://t.co/EGmf0iti8j,1,coaches,RailMinIndia,train 24th apr coach b23ac water leaking and wanted to grab your attention
724345364451627008,@railminindia sir plz increase frequency of train 16093/94 bcoz WL in train is always high,0,,RailMinIndia,sir plz increase frequency of train 1609394 bcoz wl in train is always high
724372536083894272,Dear @sureshpprabhu sir  and @RailMinIndia   the train running status has not been updated. Please look into matter. https://t.co/XNQcr0dzCV,1,announcement,RailMinIndia,dear sir and the train running status has not been updated please look into matter
724398339723141120,Govt 2 withdraw 7500small indirect tax cases https://t.co/r2OXMjkw6R  @adhia03 @IncomeTaxIndia @CB_CII @SecyGEN_ficci @nasscom @ArmsLengthTP,0,,IncomeTaxIndia,govt 2 withdraw 7500small indirect tax cases
724398958416670720,Making better urban space at intersections. @GreenmobiliT @crosswalklab @dtptraffic Case of Paharganj junction. https://t.co/h5NGeAXZps,0,,dtptraffic,making better urban space at intersections case of paharganj junction
724402158725001216,@sureshpprabhu @RailMinIndia Why does 15048 Purvanchal Exp . Never Runs on Time? . 5 Hours late today ..,1,delay,RailMinIndia,why does 15048 purvanchal exp never runs on time 5 hours late today
724404055632695296,@HMOIndia @MVenkaiahNaidu @AmitShah @smritiirani @DelhiPolice Please investigate money trails before it is too late. https://t.co/quAgwnkG2y,0,,DelhiPolice,please investigate money trails before it is too late
724405873343234048,@RailMinIndia @sureshpprabhu Sir no water in AC2Tier of 12988. PNR No. 2762968180,1,coaches,RailMinIndia,sir no water in ac2tier of 12988 pnr no 2762968180
724411158690717696,Schedule XXVI shows disabled are exempt still @dtptraffic &amp; volunteers unaware at majority of places. #OddEvenDobara https://t.co/ckzU58glzP,0,,dtptraffic,schedule xxvi shows disabled are exempt still and volunteers unaware at majority of places
724411895269060608,@DelhiPolice - Car tyres stolen from shiv nagar jail road tilak nagr   plz suggest https://t.co/YUBBeW9yFl,1,CRIME,DelhiPolice,car tyres stolen from shiv nagar jail road tilak nagr plz suggest
724415776338255872,MCD tax being collected in the middle of the road as you enter Delhi from Gurgram. No order.@dtptraffic https://t.co/NwmBfYB6rX,1,JAM,dtptraffic,mcd tax being collected in the middle of the road as you enter delhi from gurgram no order
724422802875494400,Condition of coaches in 1st Class Compartment on 6.46 am TL - CST Train @RailMinIndia @sureshpprabhu https://t.co/fMTkd6kQnT,1,coaches,RailMinIndia,condition of coaches in 1st class compartment on 646 am tl cst train
724427984472539137,@CPDelhi @DelhiPolice Pandav Nagar cops harassing youngs before filing FIR,1,CORRUPTION,DelhiPolice,pandav nagar cops harassing youngs before filing fir
724429343607382016,@RailMinIndia diabetic patient travelling with us requested to arrange sugar less tea for him. Pls help urgent . Pnr 2317516920,0,,RailMinIndia,diabetic patient travelling with us requested to arrange sugar less tea for him pls help urgent pnr 2317516920
724431615259107328,@sureshpprabhu @RailMinIndia Sir please introduce new trains from Silchar to Guwahati daily. Save us from misery of travel @PMOIndia,1,suggestion,RailMinIndia,sir please introduce new trains from silchar to guwahati daily save us from misery of travel
724432146601938944,@sureshpprabhu @RailMinIndia @narendramodi @narendramodi_in Common seen of Toilet in 14005 Lichhvi Express https://t.co/etzAs0vcrP,1,dirty,RailMinIndia,common seen of toilet in 14005 lichhvi express
724434460402438144,@dtptraffic DL1CH3687 dangerous changing lanes with construction material near Rajokri on 25.4.16 at 08.15 hours https://t.co/AT5DTxvBDS,1,HAZARD,dtptraffic,dl1ch3687 dangerous changing lanes with construction material near rajokri on 25416 at 0815 hours
724434818302353408,Regular traffic jam despite Odd-Even....@dtptraffic @RidlrDEL @rupeshsingh10 @ArvindKejriwal ....odd even failed... https://t.co/eglnG9wDFm,1,JAM,dtptraffic,regular traffic jam despite oddeven odd even failed
724439980961980416,@RailMinIndia @sureshpprabhu @IRCTC_Ltd Please take Action Accordingly ASAP https://t.co/KrHlpceIMO,0,,RailMinIndia,please take action accordingly asap
724444490593931264,@dtptraffic Huge traffic jam from East Vinod Nagar thru Akshardham n Nizamuddin Bridge up to Kale Khan. Please inform staff and help!,1,JAM,dtptraffic,huge traffic jam from east vinod nagar thru akshardham n nizamuddin bridge up to kale khan please inform staff and help
724445446714757121,@IncomeTaxIndia seem to have failed in fulfilling PM Narendra Modi's vision of timely disposal of public grievances. https://t.co/z09WaZ1eTa,0,,IncomeTaxIndia,seem to have failed in fulfilling pm narendra modis vision of timely disposal of public grievances
724446212787736576,Read IPS @abhikr31873 op piece in @IndianExpress https://t.co/apVtlHikF8 @IpsAshish @TelanganaDGP @TheKeralaPolice @uppolicepr @DelhiPolice,0,,DelhiPolice,read ips op piece in
724446286145949696,@RailMinIndia My daughter RINKU travellg  Mum-Hwh Durango   B7/63  left ydy evng. Her Mob continue off since 7 pm. My Mob 09330111751,0,,RailMinIndia,my daughter rinku travellg mumhwh durango b763 left ydy evng her mob continue off since 7 pm my mob 09330111751
724447000943427588,@RailMinIndia  @sureshpprabhu no proper response. PNR2644651818 pls TK action.2/2,1,no action,RailMinIndia,no proper response pnr2644651818 pls tk action22
724447658019028992,Massive jam expected on ring road between Bhikaji and Moti bagh due to a DTC bus brake-down. @dtptraffic @RidlrDEL https://t.co/hwAPSnJVX0,1,JAM,dtptraffic,massive jam expected on ring road between bhikaji and moti bagh due to a dtc bus brakedown
724447914903388160,Raidywala rickshaw RTV cover more than half of  road that create Jam @uttamnagar @dtptraffic @DelhiPolice @CPDelhi https://t.co/aFciZ0Ou14,1,PARKING,dtptraffic,raidywala rickshaw rtv cover more than half of road that create jam
724448779647201282,#how can delhi police give protection to those who criticise its fuction &amp;still be so tolerant @DelhiPolice. Let congi  AAP  Dfend themslves,0,,DelhiPolice,can delhi police give protection to those who criticise its fuction andstill be so tolerant let congi aap dfend themslves
724454597289480192,@sureshpprabhu @RailMinIndia - evn to this no water in the washrooms were there.,1,dirty,RailMinIndia,evn to this no water in the washrooms were there
724455515007279104,Finally happy 2 c presence of @DelhiPolice &amp; @dtptraffic joint forces at #DabriMor against the menacing #WrongLanedMotorists !! ??? #Thanks,0,,dtptraffic,finally happy 2 c presence of and joint forces at against the menacing
724456180160946177,@DelhiPolice  Sir my G.father is no more today. I have even no. Car  Number is UP16 AV 2432 I want to go noida pls suggest what can i do.,0,,DelhiPolice,sir my gfather is no more today i have even no car number is up16 av 2432 i want to go noida pls suggest what can i do
724456244510109696,25 dys 9 cmplnt it sems Rly dnt want clnes tht reson drain betwn pltfm 3&amp;4 ghatkpr is stll not clnd. @RailMinIndia https://t.co/s2je3dAM4e,1,platform,RailMinIndia,25 dys 9 cmplnt it sems rly dnt want clnes tht reson drain betwn pltfm 3and4 ghatkpr is stll not clnd
724459207496441856,Retweeted Delhi Traffic Police (@dtptraffic):  Obstruction in traffic in the carriageway from Mehraulli towards... https://t.co/c0BzTbe4lZ,1,JAM,dtptraffic,retweeted delhi traffic police obstruction in traffic in the carriageway from mehraulli towards
724460115911401472,@RailMinIndia @sureshpprabhu 19022 A1 .. bedrolls are dirty. Gate is not working which makes cooling impact. please check. Birth 2 4,1,coaches,RailMinIndia,19022 a1 bedrolls are dirty gate is not working which makes cooling impact please check birth 2 4
724460230612897793,@RailMinIndia @drmkota @drmdelhi Package not dispatch from NZM,0,,RailMinIndia,package not dispatch from nzm
724461569057267714,@RidlrDEL @dtptraffic @AapKaGopalRai @ArvindKejriwal Mahipalpur merging traffic towrds Gurgaon  major cause of traffic jam on NH8.,1,JAM,dtptraffic,mahipalpur merging traffic towrds gurgaon major cause of traffic jam on nh8
724462691507523584,@narendramodi @RailMinIndia @RailMinIndia @HRDMinistry  many papers will not be aware of That you want the record books genius ?,0,,RailMinIndia,many papers will not be aware of that you want the record books genius
724462954150662144,@CHRI_INT @Delhipolice promotion policy needs review. 200 SIs complain of being in the same post for 15 yrs https://t.co/LfLXBrqrwm,0,,DelhiPolice,promotion policy needs review 200 sis complain of being in the same post for 15 yrs
724467037439823872,Hope the @IncomeTaxIndia  department questions the source of funds of  #KanhaiyaKumar when he openly claimed that he earns only ₹3k a month.,0,,IncomeTaxIndia,hope the department questions the source of funds of when he openly claimed that he earns only ₹3k a month
724471952572747776,Very important. Hope @MumbaiPolice @dtptraffic and the RTAs are roping in schools. https://t.co/99xGAEpAGw,0,,dtptraffic,very important hope and the rtas are roping in schools
724472315203883009,@RailMinIndia @drmdelhi Plz see open vestibule in JSM-DLI Express. It may lead to big accident. Plz rectify it. https://t.co/E21C1zWrU3,0,,RailMinIndia,plz see open vestibule in jsmdli express it may lead to big accident plz rectify it
724476017079926785,@narendramodi @sureshpprabhu @RailMinIndia team railway is doing Excellent job. Much needed to stop such activities which impact on revenue,0,,RailMinIndia,team railway is doing excellent job much needed to stop such activities which impact on revenue
724476194075369472,Auto outside mandi house metro not movin chrging 30/pasngr on a sharing basis. @DelhiPolice @DelhiTrafficPol @delhioddeven drama @ZeeNews,1,METRO,DelhiPolice,auto outside mandi house metro not movin chrging 30pasngr on a sharing basis drama
724477162128990210,What if @DelhiPolice @gurgaonpolice and other police departments in India had @HarleyIndia Motorcycles? https://t.co/SMr5EgMFCD,0,,DelhiPolice,what if and other police departments in india had motorcycles
724479734755643393,@IndianRailUsers @RailMinIndia illegal hawking again on Dadar  rail footbridge. Indian Railways pl act . rept compt https://t.co/ktMZZyUHHo,1,platform,RailMinIndia,illegal hawking again on dadar rail footbridge indian railways pl act rept compt
724480353881051137,@RailMinIndia 15636 okha express B1 entire sitting arrangement of 29-30 is shaking like hell..it may fall apart at any point of time.scared,1,coaches,RailMinIndia,15636 okha express b1 entire sitting arrangement of 2930 is shaking like hellit may fall apart at any point of timescared
724480625818750976,@sureshpprabhu @RailMinIndia @drmpune May I hv at least simple assurance fmDRM Pune  complainant related to handrest in koyna WL be attended,0,,RailMinIndia,may i hv at least simple assurance fmdrm pune complainant related to handrest in koyna wl be attended
724481656111960064,Auto outside mandi house metro not movin chrgng 30/pasngr on a sharing basis. @DelhiPolice @DelhiTrafficPol @delhioddeven drama @ZeeNews,1,METRO,DelhiPolice,auto outside mandi house metro not movin chrgng 30pasngr on a sharing basis drama
724481728811831296,Auto outside mandi house metro not movin chrg 30/pasngr on a sharing basis. @DelhiPolice @DelhiTrafficPol @delhioddeven drama @ZeeNews,1,METRO,DelhiPolice,auto outside mandi house metro not movin chrg 30pasngr on a sharing basis drama
724481808872689664,Auto outside mandi house metro not movin chrgin 30/pasngr on a sharing basis. @DelhiPolice @DelhiTrafficPol @delhioddeven drama @ZeeNews,1,METRO,DelhiPolice,auto outside mandi house metro not movin chrgin 30pasngr on a sharing basis drama
724483762881351680,@dtptraffic please do somthing at under ”dwarka mod metro station” traffic probs as RTV buses and gramin seva vehicles always gathered there,1,HAZARD,dtptraffic,please do somthing at under ”dwarka mod metro station” traffic probs as rtv buses and gramin seva vehicles always gathered there
724484047380959232,State of Delhi police  hospitals and FIRE DEPARTMENT..  and this is capital @DelhiPolice @delhifire @aiims_newdelhi https://t.co/C2OMS04VNC,0,,DelhiPolice,state of delhi police hospitals and fire department and this is capital
724487163929194496,@dtptraffic will never look into such hazards.  https://t.co/f08vbiGPtd,1,HAZARD,dtptraffic,will never look into such hazards
724487863539134464,@sureshpprabhu @RailMinIndia train 12542 25/4/16 S4 59 coach too crowded. TTEs just asking who all don't have tickets and collecting money.,1,corruption,RailMinIndia,train 12542 25416 s4 59 coach too crowded ttes just asking who all dont have tickets and collecting money
724490834943438848,@ArvindKejriwal @DelhiPolice Sir  plz find the FIR detail against my complaint mentioned below FIR no- ND-SR-000116 plz do the needful ASAP,0,,DelhiPolice,sir plz find the fir detail against my complaint mentioned below fir no ndsr000116 plz do the needful asap
724492397766430720,Poll season in #Delhi  By-polls for MCD. Bt  what abt (traffic) rules. @dtptraffic @BJPDelhiState  #PollFever https://t.co/FzCXCvg7cp,1,HAZARD,dtptraffic,poll season in bypolls for mcd bt what abt traffic rules
724493257514835968,A 3yr old gets raped in Delhi. Is this the safety and security of India's #Beti?   @PMO @DelhiPolice @AamAadmiParty,0,,DelhiPolice,a 3yr old gets raped in delhi is this the safety and security of indias
724493382156832768,@GM_CRly @drmmumbaicr  @RailMinIndia kyn - kjt section ignored pls plan for extra lines due rapid rise in commuters in this section.,0,,RailMinIndia,kyn kjt section ignored pls plan for extra lines due rapid rise in commuters in this section
724495723371323392,#Delhi Must Know about #Traffic Common offences and the consequent penalties under MVA https://t.co/R9aBKUVUaI must not avoid : @dtptraffic,0,,dtptraffic,must know about common offences and the consequent penalties under mva must not avoid
724496107053678592,@RailMinIndia with reference to earlier tweet regarding theft in mewar express train number - 12964 mewar express PNR number - 2763397039,0,,RailMinIndia,with reference to earlier tweet regarding theft in mewar express train number 12964 mewar express pnr number 2763397039
724497422370541569,@PMOIndia @RailMinIndia @sureshpprabhu Shamefull. Inspite of reminding since morning NO WATER in AC2Tier Tr.No.12988 PNR2762968180,1,coaches,RailMinIndia,shamefull inspite of reminding since morning no water in ac2tier trno12988 pnr2762968180
724499797135228928,@AapKaGopalRai @MayorNorthDelhi @dtptraffic huge encroachment near azadpur mandi &amp; near azadpur metro stn.plz remove them for smooth trrfic,1,HAZARD,dtptraffic,huge encroachment near azadpur mandi and near azadpur metro stnplz remove them for smooth trrfic
724500123837825024,@sureshpprabhu @RailMinIndia  no canteen at bandra terminus mubai. Can't have proper lunch.,0,,RailMinIndia,no canteen at bandra terminus mubai cant have proper lunch
724504143121899520,@DelhiPolice @dtptraffic salute all of you https://t.co/AJf4F7Jd6N,0,,dtptraffic,salute all of you
724504459590643712,@dtptraffic @AapKaGopalRai Uttam nagar se redhi rickshaw hat jaayein toh traffic smooth ho jayga... kuch karein!,0,,dtptraffic,uttam nagar se redhi rickshaw hat jaayein toh traffic smooth ho jayga kuch karein
724505383579058176,@DelhiPolice problem of public drinking &amp; encroachment in Mukherje Nagar raised on 31/March. No action taken. Vide Dy. No. is 5768/E-mail.,1,CRIME,DelhiPolice,problem of public drinking and encroachment in mukherje nagar raised on 31march no action taken vide dy no is 5768email
724507978381053952,@dtptraffic  so would he be fine with Rs 100  500 or his licensed will be ceased directly? (contd),0,,dtptraffic,so would he be fine with rs 100 500 or his licensed will be ceased directly contd
724508044957077504,@sureshpprabhu @RailMinIndia SIR 15930 dn train is one of the most bogus and neglected train in India....,0,,RailMinIndia,sir 15930 dn train is one of the most bogus and neglected train in india
724508235462512640,"@RailMinIndia today joint inspection of s m with ci at ltt tte rest house. When try to Conway problem sm said  ""mahal banaya h aise hi raho""",0,,RailMinIndia,today joint inspection of s m with ci at ltt tte rest house when try to conway problem sm said mahal banaya h aise hi raho
724512826648309760,@sureshpprabhu  @RailMinIndia  SIR  PLEASE WORK ON   INDORE DAHOD   RAIL   LINE .  ITS  AREA  WHERE    PEOPLE   HAVE NOT    SEEN RAILWAY  .,1,suggestion,RailMinIndia,sir please work on indore dahod rail line its area where people have not seen railway
724516151699623936,These type of issue's are common as we are in ECoR ECoR wants their trains to get-in first! @RailMinIndia  https://t.co/WPYJhmGM6a,0,,RailMinIndia,these type of issues are common as we are in ecor ecor wants their trains to getin first
724520411610783744,@dtptraffic Is Ertiga Zdi+ SHVS exempt from odd even rule as claimed at Maruti Showrooms?,0,,dtptraffic,is ertiga zdi shvs exempt from odd even rule as claimed at maruti showrooms
724521631175987200,Retweeted Ministry of Railways (@RailMinIndia):  Introducing #IamIndianRailways pls send ur photograph &amp;writeup... https://t.co/9AB2wPtl44,0,,RailMinIndia,retweeted ministry of railways introducing pls send ur photograph andwriteup
724522928449036288,Retweeted Ministry of Railways (@RailMinIndia):  Rail budget 2016 is for the people  of the people and by the... https://t.co/qUj5tu4Cuf,0,,RailMinIndia,retweeted ministry of railways rail budget 2016 is for the people of the people and by the
724524384698814465,@dtptraffic  How to identify whether my vehicle (registration of UP 14) is hybrid or not? @ArvindKejriwal @AapKaGopalRai,0,,dtptraffic,how to identify whether my vehicle registration of up 14 is hybrid or not
724524400469524482,@DelhiPolice Now a days so many Laws are being misused to frame innocent like Asaram Bapu Ji #IsMisuseOfLawNotACrime https://t.co/ouFYgrV31K,0,,DelhiPolice,now a days so many laws are being misused to frame innocent like asaram bapu ji
724528314652758016,.@dtptraffic .@DelhiPolice .@CPDelhi what's with this Chakka Jam at Rama Road in front of Moti Nagar PS. Traffic Blc https://t.co/z8qPR6TU4e,1,JAM,dtptraffic,whats with this chakka jam at rama road in front of moti nagar ps traffic blc
724532818479570944,@RailMinIndia please give instruction to operating department Jhansi &amp; Agra division to run train 19665/66 on time in Agra - Jhansi section,1,delay,RailMinIndia,please give instruction to operating department jhansi and agra division to run train 1966566 on time in agra jhansi section
724535475663462400,@RailMinIndia  complaint no W/EC/DNR/000120645. The train is stationed at Chennai.,0,,RailMinIndia,complaint no wecdnr000120645 the train is stationed at chennai
724539048606359552,@DelhiPolice @MumbaiPolice @CPDelhi Look into this tweet...trace his ip address and lodge a case of harassment  https://t.co/shfzISByLR,1,E-CRIME,DelhiPolice,look into this tweettrace his ip address and lodge a case of harassment
724539106059911168,@RailMinIndia Its amazing  Rly is charging also for not providing tickets i.e. for waiting Tatkal tickets @ 60/- per pax.+IRCTC+bank charge.,1,tatkal,RailMinIndia,its amazing rly is charging also for not providing tickets ie for waiting tatkal tickets 60 per paxirctcbank charge
724541884295725056,@RailMinIndia (velankanni-Thiruchchirappalli-Madurai-Thirunelveli-Nagercoil) daily express wanted sir https://t.co/FXtQzHlXqn,0,,RailMinIndia,velankannithiruchchirappallimaduraithirunelvelinagercoil daily express wanted sir
724542638846795776,@RailMinIndia .Indore railway station https://t.co/v86D4Vh7sN,0,,RailMinIndia,indore railway station
724546214776049665,@BhusavalDivn @GM_CRly @sureshpprabhu @RailMinIndia Train No.-22456  Coach S-4 https://t.co/lXk47dlV6m,0,,RailMinIndia,train no22456 coach s4
724546481122873348,Haha and this guy tweet hiding his real identity. Will @TwitterIndia suspend his account? @DelhiPolice @MumbaiPolice https://t.co/ol0gN82kn0,1,E-CRIME,DelhiPolice,haha and this guy tweet hiding his real identity will suspend his account
724547035555344384,@RailMinIndia  prcld bike on 16 frm SBC-MGS. PWB no is 'A252529'.SBC sys  it loded on 18 in 94709/A coch of 12295 tran  bt not rchd MGS yet,0,,RailMinIndia,prcld bike on 16 frm sbcmgs pwb no is a252529sbc sys it loded on 18 in 94709a coch of 12295 tran bt not rchd mgs yet
724548823767519232,@sureshpprabhu @RailMinIndia  Trouble with Train 02512 https://t.co/SebZHmpW17,0,,RailMinIndia,trouble with train 02512
724549148402315264,5 cars rammed into each other in Delhi's Dhaula Kuan area. No injuries or casualties reported @dtptraffic,0,,dtptraffic,5 cars rammed into each other in delhis dhaula kuan area no injuries or casualties reported
724551548815056896,@ArvindKejriwal @dtptraffic @CPDelhi can we implement this in Delhi ? https://t.co/RNQJ7Jvcfu,0,,dtptraffic,can we implement this in delhi
724552255488200704,@ArvindKejriwal @DelhiPolice @dtptraffic can we ask all admin offices  schools and colleges to install water dispensers  outside for ppl ?,0,,dtptraffic,can we ask all admin offices schools and colleges to install water dispensers outside for ppl
724553182693584896,@ArvindKejriwal @ashutosh83B @PMOIndia @ajitanjum @HMOIndia @DelhiPolice @BDUTT @sardesairajdeep pls stop this guy https://t.co/28zs5277We,1,E-CRIME,DelhiPolice,pls stop this guy
